source	target
TraesCS1A01G142000	TraesCS1D01G141100
TraesCS1A01G142200	TraesCS1D01G141200
TraesCS1A01G142300	TraesCS1D01G141300
TraesCS1A01G142400	TraesCS1D01G141400
TraesCS1A01G142500	TraesCS1D01G141500
TraesCS1A01G142600	TraesCS1D01G141600
TraesCS1A01G142900	TraesCS1D01G141700
TraesCS1A01G143000	TraesCS1D01G141800
TraesCS1A01G143100	TraesCS1D01G142000
TraesCS1A01G143400	TraesCS1D01G142200
TraesCS1A01G143500	TraesCS1D01G142300
TraesCS1A01G143600	TraesCS1D01G142400
TraesCS1A01G143700	TraesCS1D01G142500
TraesCS1A01G143800	TraesCS1D01G142600
TraesCS1A01G143900	TraesCS1D01G142700
TraesCS1A01G144000	TraesCS1D01G143000
TraesCS1A01G144100	TraesCS1D01G143200
TraesCS1A01G144400	TraesCS1D01G143500
TraesCS1A01G144500	TraesCS1D01G143600
TraesCS1A01G144600	TraesCS1D01G143700
TraesCS1A01G144700	TraesCS1D01G143800
TraesCS1A01G144800	TraesCS1D01G143900
TraesCS1A01G145000	TraesCS1D01G144000
TraesCS1A01G145300	TraesCS1D01G144200
TraesCS1A01G145700	TraesCS1D01G144300
TraesCS1A01G145800	TraesCS1D01G144400
TraesCS1A01G145900	TraesCS1D01G144500
TraesCS1A01G146000	TraesCS1D01G144600
TraesCS1A01G146200	TraesCS1D01G144700
TraesCS1A01G146600	TraesCS1D01G144800
TraesCS1A01G146900	TraesCS1D01G145000
TraesCS1A01G147000	TraesCS1D01G145100
TraesCS1A01G147200	TraesCS1D01G145300
TraesCS1A01G147400	TraesCS1D01G145400
TraesCS1A01G147500	TraesCS1D01G145500
TraesCS1A01G147600	TraesCS1D01G145600
TraesCS1A01G147700	TraesCS1D01G145700
TraesCS1A01G148000	TraesCS1D01G145900
TraesCS1A01G148300	TraesCS1D01G146000
TraesCS1A01G149100	TraesCS1D01G146400
TraesCS1A01G149200	TraesCS1D01G146500
TraesCS1A01G149300	TraesCS1D01G146600
TraesCS1A01G149500	TraesCS1D01G146800
TraesCS1A01G149700	TraesCS1D01G146900
TraesCS1A01G149800	TraesCS1D01G147000
TraesCS1A01G150200	TraesCS1D01G147200
TraesCS1A01G150400	TraesCS1D01G147400
TraesCS1A01G150600	TraesCS1D01G147600
TraesCS1A01G150700	TraesCS1D01G147700
TraesCS1A01G150800	TraesCS1D01G147800
TraesCS1A01G151000	TraesCS1D01G148000
TraesCS1A01G151100	TraesCS1D01G148100
TraesCS1A01G151200	TraesCS1D01G148200
TraesCS1A01G151400	TraesCS1D01G148400
TraesCS1A01G151500	TraesCS1D01G148500
TraesCS1A01G151600	TraesCS1D01G148600
TraesCS1A01G151700	TraesCS1D01G148700
TraesCS1A01G152000	TraesCS1D01G148800
TraesCS1A01G152100	TraesCS1D01G148900
TraesCS1A01G152200	TraesCS1D01G149100
TraesCS1A01G152400	TraesCS1D01G149500
TraesCS1A01G152500	TraesCS1D01G149400
TraesCS1A01G152600	TraesCS1D01G149700
TraesCS1A01G152800	TraesCS1D01G149800
TraesCS1A01G152900	TraesCS1D01G149900
TraesCS1A01G153000	TraesCS1D01G150000
TraesCS1A01G153100	TraesCS1D01G151500
TraesCS1A01G153300	TraesCS1D01G151800
TraesCS1A01G153400	TraesCS1D01G151900
TraesCS1A01G153600	TraesCS1D01G152000
TraesCS1A01G153800	TraesCS1D01G152200
TraesCS1A01G153900	TraesCS1D01G152300
TraesCS1A01G154300	TraesCS1D01G153100
TraesCS1A01G154500	TraesCS1D01G153400
TraesCS1A01G154600	TraesCS1D01G153500
TraesCS1A01G154700	TraesCS1D01G153600
TraesCS1A01G154900	TraesCS1D01G153700
TraesCS1A01G155300	TraesCS1D01G154000
TraesCS1A01G155500	TraesCS1D01G154200
TraesCS1A01G155600	TraesCS1D01G154300
TraesCS1A01G156000	TraesCS1D01G154400
TraesCS1A01G156100	TraesCS1D01G154700
TraesCS1A01G156300	TraesCS1D01G154800
TraesCS1A01G156400	TraesCS1D01G154900
TraesCS1A01G156500	TraesCS1D01G155000
TraesCS1A01G156600	TraesCS1D01G155100
TraesCS1A01G157500	TraesCS1D01G155200
TraesCS1A01G157700	TraesCS1D01G155300
TraesCS1A01G157900	TraesCS1D01G155400
TraesCS1A01G158200	TraesCS1D01G155500
TraesCS1A01G158300	TraesCS1D01G155600
TraesCS1A01G158400	TraesCS1D01G155700
TraesCS1A01G158500	TraesCS1D01G155800
TraesCS1A01G158600	TraesCS1D01G155900
TraesCS1A01G158700	TraesCS1D01G156000
TraesCS1A01G158800	TraesCS1D01G156100
TraesCS1A01G158900	TraesCS1D01G156200
TraesCS1A01G159100	TraesCS1D01G156400
TraesCS1A01G159200	TraesCS1D01G156600
TraesCS1A01G159300	TraesCS1D01G156700
TraesCS1A01G159400	TraesCS1D01G156800
TraesCS1A01G159600	TraesCS1D01G157000
TraesCS1A01G159700	TraesCS1D01G157100
TraesCS1A01G160000	TraesCS1D01G157200
TraesCS1A01G160100	TraesCS1D01G157300
TraesCS1A01G160200	TraesCS1D01G157400
TraesCS1A01G160300	TraesCS1D01G157500
TraesCS1A01G160500	TraesCS1D01G157600
TraesCS1A01G160600	TraesCS1D01G157800
TraesCS1A01G160900	TraesCS1D01G158000
TraesCS1A01G161300	TraesCS1D01G158300
TraesCS1A01G161600	TraesCS1D01G158500
TraesCS1A01G162100	TraesCS1D01G158900
TraesCS1A01G162200	TraesCS1D01G159000
TraesCS1A01G162300	TraesCS1D01G159100
TraesCS1A01G162400	TraesCS1D01G159200
TraesCS1A01G162500	TraesCS1D01G159900
TraesCS1A01G162600	TraesCS1D01G159800
TraesCS1A01G162700	TraesCS1D01G159700
TraesCS1A01G162800	TraesCS1D01G159600
TraesCS1A01G163000	TraesCS1D01G159500
TraesCS1A01G163100	TraesCS1D01G159400
TraesCS1A01G163200	TraesCS1D01G159300
TraesCS1A01G163400	TraesCS1D01G160000
TraesCS1A01G163600	TraesCS1D01G160100
TraesCS1A01G163700	TraesCS1D01G160500
TraesCS1A01G163900	TraesCS1D01G160800
TraesCS1A01G164000	TraesCS1D01G161000
TraesCS1A01G164100	TraesCS1D01G161100
TraesCS1A01G164200	TraesCS1D01G161200
TraesCS1A01G164300	TraesCS1D01G161300
TraesCS1A01G164700	TraesCS1D01G161800
TraesCS1A01G164900	TraesCS1D01G162000
TraesCS1A01G165300	TraesCS1D01G175300
TraesCS1A01G165400	TraesCS1D01G175200
TraesCS1A01G165600	TraesCS1D01G175100
TraesCS1A01G165700	TraesCS1D01G175000
TraesCS1A01G165800	TraesCS1D01G174900
TraesCS1A01G165900	TraesCS1D01G174800
TraesCS1A01G166000	TraesCS1D01G174700
TraesCS1A01G166600	TraesCS1D01G174100
TraesCS1A01G166900	TraesCS1D01G174000
TraesCS1A01G167000	TraesCS1D01G173900
TraesCS1A01G167200	TraesCS1D01G173700
TraesCS1A01G167300	TraesCS1D01G173600
TraesCS1A01G167400	TraesCS1D01G173500
TraesCS1A01G167600	TraesCS1D01G173300
TraesCS1A01G167700	TraesCS1D01G173200
TraesCS1A01G167800	TraesCS1D01G173100
TraesCS1A01G167900	TraesCS1D01G173000
TraesCS1A01G168100	TraesCS1D01G172800
TraesCS1A01G168300	TraesCS1D01G172700
TraesCS1A01G168400	TraesCS1D01G166400
TraesCS1A01G168500	TraesCS1D01G166500
TraesCS1A01G168600	TraesCS1D01G166600
TraesCS1A01G168700	TraesCS1D01G166700
TraesCS1A01G168800	TraesCS1D01G166800
TraesCS1A01G168900	TraesCS1D01G166900
TraesCS1A01G169000	TraesCS1D01G167000
TraesCS1A01G169100	TraesCS1D01G167100
TraesCS1A01G169200	TraesCS1D01G167200
TraesCS1A01G169300	TraesCS1D01G167300
TraesCS1A01G169500	TraesCS1D01G167400
TraesCS1A01G169600	TraesCS1D01G167500
TraesCS1A01G170000	TraesCS1D01G167600
TraesCS1A01G170100	TraesCS1D01G167800
TraesCS1A01G170200	TraesCS1D01G167900
TraesCS1A01G170300	TraesCS1D01G168000
TraesCS1A01G170400	TraesCS1D01G168100
TraesCS1A01G170700	TraesCS1D01G168400
TraesCS1A01G170800	TraesCS1D01G168500
TraesCS1A01G170900	TraesCS1D01G168600
TraesCS1A01G171100	TraesCS1D01G168800
TraesCS1A01G171200	TraesCS1D01G168900
TraesCS1A01G171400	TraesCS1D01G171800
TraesCS1A01G171500	TraesCS1D01G171900
TraesCS1A01G171600	TraesCS1D01G172100
TraesCS1A01G171700	TraesCS1D01G172200
TraesCS1A01G171800	TraesCS1D01G172300
TraesCS1A01G171900	TraesCS1D01G172400
TraesCS1A01G172100	TraesCS1D01G172600
TraesCS1A01G172600	TraesCS1D01G166000
TraesCS1A01G172700	TraesCS1D01G166100
TraesCS1A01G172800	TraesCS1D01G165900
TraesCS1A01G172900	TraesCS1D01G165800
TraesCS1A01G173000	TraesCS1D01G165700
TraesCS1A01G173100	TraesCS1D01G165600
TraesCS1A01G173200	TraesCS1D01G165500
TraesCS1A01G173400	TraesCS1D01G165400
TraesCS1A01G173500	TraesCS1D01G165300
TraesCS1A01G173600	TraesCS1D01G165200
TraesCS1A01G173700	TraesCS1D01G165100
TraesCS1A01G174500	TraesCS1D01G164600
TraesCS1A01G174900	TraesCS1D01G164200
TraesCS1A01G175000	TraesCS1D01G164100
TraesCS1A01G175100	TraesCS1D01G164000
TraesCS1A01G175500	TraesCS1D01G163800
TraesCS1A01G175600	TraesCS1D01G163700
TraesCS1A01G175700	TraesCS1D01G163300
TraesCS1A01G175800	TraesCS1D01G163200
TraesCS1A01G175900	TraesCS1D01G162900
TraesCS1A01G176000	TraesCS1D01G162800
TraesCS1A01G176200	TraesCS1D01G162700
TraesCS1A01G176300	TraesCS1D01G162600
TraesCS1A01G176500	TraesCS1D01G162500
TraesCS1A01G176700	TraesCS1D01G162400
TraesCS1A01G176800	TraesCS1D01G162300
TraesCS1A01G176900	TraesCS1D01G162200
TraesCS1A01G177000	TraesCS1D01G175400
TraesCS1A01G177100	TraesCS1D01G175500
TraesCS1A01G177400	TraesCS1D01G175900
TraesCS1A01G177500	TraesCS1D01G176000
TraesCS1A01G177600	TraesCS1D01G176100
TraesCS1A01G177700	TraesCS1D01G176200
TraesCS1A01G177800	TraesCS1D01G176400
TraesCS1A01G178000	TraesCS1D01G176500
TraesCS1A01G178100	TraesCS1D01G176600
TraesCS1A01G178200	TraesCS1D01G176700
TraesCS1A01G178300	TraesCS1D01G176800
TraesCS1A01G178400	TraesCS1D01G176900
TraesCS1A01G178600	TraesCS1D01G177100
TraesCS1A01G178700	TraesCS1D01G177000
TraesCS1A01G178800	TraesCS1D01G177300
TraesCS1A01G179000	TraesCS1D01G177400
TraesCS1A01G179300	TraesCS1D01G177600
TraesCS1A01G179400	TraesCS1D01G177700
TraesCS1A01G179500	TraesCS1D01G177800
TraesCS1A01G179600	TraesCS1D01G177900
TraesCS1A01G179700	TraesCS1D01G178000
TraesCS1A01G180000	TraesCS1D01G178200
TraesCS1A01G180100	TraesCS1D01G178300
TraesCS1A01G180200	TraesCS1D01G178400
TraesCS1A01G180300	TraesCS1D01G178500
TraesCS1A01G180400	TraesCS1D01G178600
TraesCS1A01G180500	TraesCS1D01G184100
TraesCS1A01G180700	TraesCS1D01G184200
TraesCS1A01G180800	TraesCS1D01G184400
TraesCS1A01G181000	TraesCS1D01G184500
TraesCS1A01G181100	TraesCS1D01G184600
TraesCS1A01G181400	TraesCS1D01G184700
TraesCS1A01G181500	TraesCS1D01G184800
TraesCS1A01G181600	TraesCS1D01G184900
TraesCS1A01G181900	TraesCS1D01G185000
TraesCS1A01G182000	TraesCS1D01G185100
TraesCS1A01G182100	TraesCS1D01G185200
TraesCS1A01G182200	TraesCS1D01G185300
TraesCS1A01G182300	TraesCS1D01G185500
TraesCS1A01G182400	TraesCS1D01G185600
TraesCS1A01G182500	TraesCS1D01G185700
TraesCS1A01G182600	TraesCS1D01G185900
TraesCS1A01G182700	TraesCS1D01G186100
TraesCS1A01G182800	TraesCS1D01G186300
TraesCS1A01G182900	TraesCS1D01G186400
TraesCS1A01G183000	TraesCS1D01G186500
TraesCS1A01G183100	TraesCS1D01G186600
TraesCS1A01G183300	TraesCS1D01G193900
TraesCS1A01G183400	TraesCS1D01G193800
TraesCS1A01G183500	TraesCS1D01G193700
TraesCS1A01G183800	TraesCS1D01G192900
TraesCS1A01G183900	TraesCS1D01G192800
TraesCS1A01G184000	TraesCS1D01G192600
TraesCS1A01G184100	TraesCS1D01G192500
TraesCS1A01G184500	TraesCS1D01G192200
TraesCS1A01G184600	TraesCS1D01G192100
TraesCS1A01G184800	TraesCS1D01G192000
TraesCS1A01G184900	TraesCS1D01G191900
TraesCS1A01G185100	TraesCS1D01G191800
TraesCS1A01G185200	TraesCS1D01G191700
TraesCS1A01G185300	TraesCS1D01G191600
TraesCS1A01G185400	TraesCS1D01G191500
TraesCS1A01G185800	TraesCS1D01G190800
TraesCS1A01G185900	TraesCS1D01G190900
TraesCS1A01G186000	TraesCS1D01G191000
TraesCS1A01G186200	TraesCS1D01G190600
TraesCS1A01G186300	TraesCS1D01G190300
TraesCS1A01G186400	TraesCS1D01G190200
TraesCS1A01G186500	TraesCS1D01G190100
TraesCS1A01G186800	TraesCS1D01G189700
TraesCS1A01G187000	TraesCS1D01G189600
TraesCS1A01G187100	TraesCS1D01G189500
TraesCS1A01G187300	TraesCS1D01G189400
TraesCS1A01G187400	TraesCS1D01G189300
TraesCS1A01G187500	TraesCS1D01G189200
TraesCS1A01G187600	TraesCS1D01G189000
TraesCS1A01G187700	TraesCS1D01G188900
TraesCS1A01G187800	TraesCS1D01G188800
TraesCS1A01G187900	TraesCS1D01G188700
TraesCS1A01G188000	TraesCS1D01G188500
TraesCS1A01G188100	TraesCS1D01G188200
TraesCS1A01G188200	TraesCS1D01G188100
TraesCS1A01G188400	TraesCS1D01G188000
TraesCS1A01G188500	TraesCS1D01G187900
TraesCS1A01G188600	TraesCS1D01G187800
TraesCS1A01G188700	TraesCS1D01G187700
TraesCS1A01G188800	TraesCS1D01G187600
TraesCS1A01G188900	TraesCS1D01G187500
TraesCS1A01G189000	TraesCS1D01G187400
TraesCS1A01G189100	TraesCS1D01G187300
TraesCS1A01G189200	TraesCS1D01G187200
TraesCS1A01G189300	TraesCS1D01G187100
TraesCS1A01G189500	TraesCS1D01G187000
TraesCS1A01G189600	TraesCS1D01G186900
TraesCS1A01G189800	TraesCS1D01G186700
TraesCS1A01G189900	TraesCS1D01G194000
TraesCS1A01G190000	TraesCS1D01G194100
TraesCS1A01G190100	TraesCS1D01G194200
TraesCS1A01G190200	TraesCS1D01G194300
TraesCS1A01G190500	TraesCS1D01G194700
TraesCS1A01G190800	TraesCS1D01G194800
TraesCS1A01G190900	TraesCS1D01G194900
TraesCS1A01G191300	TraesCS1D01G195000
TraesCS1A01G191400	TraesCS1D01G195100
TraesCS1A01G191700	TraesCS1D01G195300
TraesCS1A01G191900	TraesCS1D01G195500
TraesCS1A01G192200	TraesCS1D01G195600
TraesCS1A01G192300	TraesCS1D01G195700
TraesCS1A01G192400	TraesCS1D01G195800
TraesCS1A01G192500	TraesCS1D01G195900
TraesCS1A01G192700	TraesCS1D01G196000
TraesCS1A01G192800	TraesCS1D01G196400
TraesCS1A01G193000	TraesCS1D01G196700
TraesCS1A01G193200	TraesCS1D01G196900
TraesCS1A01G193300	TraesCS1D01G197000
TraesCS1A01G193400	TraesCS1D01G197300
TraesCS1A01G193500	TraesCS1D01G197400
TraesCS1A01G193600	TraesCS1D01G197500
TraesCS1A01G193700	TraesCS1D01G197600
TraesCS1A01G193900	TraesCS1D01G197800
TraesCS1A01G194000	TraesCS1D01G197900
TraesCS1A01G194100	TraesCS1D01G198000
TraesCS1A01G194400	TraesCS1D01G198100
TraesCS1A01G194500	TraesCS1D01G198200
TraesCS1A01G194700	TraesCS1D01G198300
TraesCS1A01G194800	TraesCS1D01G198400
TraesCS1A01G194900	TraesCS1D01G198500
TraesCS1A01G195100	TraesCS1D01G198600
TraesCS1A01G195200	TraesCS1D01G198700
TraesCS1A01G195300	TraesCS1D01G198800
TraesCS1A01G195400	TraesCS1D01G199200
TraesCS1A01G195700	TraesCS1D01G199000
TraesCS1A01G195900	TraesCS1D01G199300
TraesCS1A01G196000	TraesCS1D01G199400
TraesCS1A01G196100	TraesCS1D01G199500
TraesCS1A01G196200	TraesCS1D01G199600
TraesCS1A01G196300	TraesCS1D01G199700
TraesCS1A01G196400	TraesCS1D01G199800
TraesCS1A01G196500	TraesCS1D01G200000
TraesCS1A01G196600	TraesCS1D01G200100
TraesCS1A01G196700	TraesCS1D01G200200
TraesCS1A01G196800	TraesCS1D01G200300
TraesCS1A01G197100	TraesCS1D01G200600
TraesCS1A01G197200	TraesCS1D01G200700
TraesCS1A01G197300	TraesCS1D01G200800
TraesCS1A01G197400	TraesCS1D01G200900
TraesCS1A01G197500	TraesCS1D01G201000
TraesCS1A01G197600	TraesCS1D01G201100
TraesCS1A01G197700	TraesCS1D01G201200
TraesCS1A01G197800	TraesCS1D01G201300
TraesCS1A01G197900	TraesCS1D01G201400
TraesCS1A01G198000	TraesCS1D01G201500
TraesCS1A01G198100	TraesCS1D01G201600
TraesCS1A01G198200	TraesCS1D01G201700
TraesCS1A01G198300	TraesCS1D01G201800
TraesCS1A01G198400	TraesCS1D01G202100
TraesCS1A01G198500	TraesCS1D01G202200
TraesCS1A01G198600	TraesCS1D01G202300
TraesCS1A01G198700	TraesCS1D01G202400
TraesCS1A01G198800	TraesCS1D01G202500
TraesCS1A01G198900	TraesCS1D01G202700
TraesCS1A01G199000	TraesCS1D01G202800
TraesCS1A01G199200	TraesCS1D01G203000
TraesCS1A01G199500	TraesCS1D01G203200
TraesCS1A01G199600	TraesCS1D01G203300
TraesCS1A01G199900	TraesCS1D01G203400
TraesCS1A01G200000	TraesCS1D01G203500
TraesCS1A01G200200	TraesCS1D01G203700
TraesCS1A01G200500	TraesCS1D01G203900
TraesCS1A01G200700	TraesCS1D01G204100
TraesCS1A01G200800	TraesCS1D01G204200
TraesCS1A01G200900	TraesCS1D01G204300
TraesCS1A01G201000	TraesCS1D01G204400
TraesCS1A01G201100	TraesCS1D01G204500
TraesCS1A01G201200	TraesCS1D01G204600
TraesCS1A01G201400	TraesCS1D01G204800
TraesCS1A01G201600	TraesCS1D01G204900
TraesCS1A01G201700	TraesCS1D01G205300
TraesCS1A01G201800	TraesCS1D01G205400
TraesCS1A01G202000	TraesCS1D01G205500
TraesCS1A01G202100	TraesCS1D01G205600
TraesCS1A01G202300	TraesCS1D01G205700
TraesCS1A01G202500	TraesCS1D01G205800
TraesCS1A01G202900	TraesCS1D01G206300
TraesCS1A01G203000	TraesCS1D01G206500
TraesCS1A01G203100	TraesCS1D01G206600
TraesCS1A01G203200	TraesCS1D01G206700
TraesCS1A01G203300	TraesCS1D01G206800
TraesCS1A01G203400	TraesCS1D01G206900
TraesCS1A01G203900	TraesCS1D01G207400
TraesCS1A01G204200	TraesCS1D01G207500
TraesCS1A01G204300	TraesCS1D01G207600
TraesCS1A01G204400	TraesCS1D01G207700
TraesCS1A01G204500	TraesCS1D01G207800
TraesCS1A01G204700	TraesCS1D01G208000
TraesCS1A01G204800	TraesCS1D01G208100
TraesCS1A01G205000	TraesCS1D01G208300
TraesCS1A01G205100	TraesCS1D01G208400
TraesCS1A01G205300	TraesCS1D01G208600
TraesCS1A01G205400	TraesCS1D01G208700
TraesCS1A01G205600	TraesCS1D01G208800
TraesCS1A01G205700	TraesCS1D01G208900
TraesCS1A01G205800	TraesCS1D01G209000
TraesCS1A01G205900	TraesCS1D01G209100
TraesCS1A01G206000	TraesCS1D01G209200
TraesCS1A01G206100	TraesCS1D01G209400
TraesCS1A01G206200	TraesCS1D01G209500
TraesCS1A01G206300	TraesCS1D01G209600
TraesCS1A01G206400	TraesCS1D01G209700
TraesCS1A01G206500	TraesCS1D01G209800
TraesCS1A01G206600	TraesCS1D01G209900
TraesCS1A01G206700	TraesCS1D01G210000
TraesCS1A01G206900	TraesCS1D01G210200
TraesCS1A01G207000	TraesCS1D01G210300
TraesCS1A01G207200	TraesCS1D01G210400
TraesCS1A01G207300	TraesCS1D01G210500
TraesCS1A01G207500	TraesCS1D01G210800
TraesCS1A01G207600	TraesCS1D01G210900
TraesCS1A01G207700	TraesCS1D01G211000
TraesCS1A01G207800	TraesCS1D01G211100
TraesCS1A01G207900	TraesCS1D01G211200
TraesCS1A01G208000	TraesCS1D01G211300
TraesCS1A01G208100	TraesCS1D01G211400
TraesCS1A01G208200	TraesCS1D01G211500
TraesCS1A01G208400	TraesCS1D01G211600
TraesCS1A01G208500	TraesCS1D01G211700
TraesCS1A01G208600	TraesCS1D01G211800
TraesCS1A01G208700	TraesCS1D01G211900
TraesCS1A01G208800	TraesCS1D01G212100
TraesCS1A01G208900	TraesCS1D01G212200
TraesCS1A01G209000	TraesCS1D01G212300
TraesCS1A01G209100	TraesCS1D01G212400
TraesCS1A01G209400	TraesCS1D01G212800
TraesCS1A01G209500	TraesCS1D01G212900
TraesCS1A01G209600	TraesCS1D01G213000
TraesCS1A01G209700	TraesCS1D01G213100
TraesCS1A01G210000	TraesCS1D01G213300
TraesCS1A01G210200	TraesCS1D01G213500
TraesCS1A01G210300	TraesCS1D01G213600
TraesCS1A01G210400	TraesCS1D01G213700
TraesCS1A01G210500	TraesCS1D01G213800
TraesCS1A01G210800	TraesCS1D01G214100
TraesCS1A01G211200	TraesCS1D01G214500
TraesCS1A01G211300	TraesCS1D01G214600
TraesCS1A01G211500	TraesCS1D01G214700
TraesCS1A01G211600	TraesCS1D01G214800
TraesCS1A01G211800	TraesCS1D01G214900
TraesCS1A01G211900	TraesCS1D01G215000
TraesCS1A01G212000	TraesCS1D01G215100
TraesCS1A01G212200	TraesCS1D01G215200
TraesCS1A01G212300	TraesCS1D01G215300
TraesCS1A01G212400	TraesCS1D01G215400
TraesCS1A01G212600	TraesCS1D01G215500
TraesCS1A01G212700	TraesCS1D01G215600
TraesCS1A01G212800	TraesCS1D01G215700
TraesCS1A01G212900	TraesCS1D01G215800
TraesCS1A01G213000	TraesCS1D01G215900
TraesCS1A01G213300	TraesCS1D01G216100
TraesCS1A01G213400	TraesCS1D01G216200
TraesCS1A01G213500	TraesCS1D01G216300
TraesCS1A01G213600	TraesCS1D01G216400
TraesCS1A01G213700	TraesCS1D01G216500
TraesCS1A01G213800	TraesCS1D01G216600
TraesCS1A01G213900	TraesCS1D01G216700
TraesCS1A01G214000	TraesCS1D01G216900
TraesCS1A01G214200	TraesCS1D01G217100
TraesCS1A01G214300	TraesCS1D01G217200
TraesCS1A01G214400	TraesCS1D01G217400
TraesCS1A01G214500	TraesCS1D01G217500
TraesCS1A01G214600	TraesCS1D01G217600
TraesCS1A01G215100	TraesCS1D01G217700
TraesCS1A01G215300	TraesCS1D01G217800
TraesCS1A01G215400	TraesCS1D01G217900
TraesCS1A01G215500	TraesCS1D01G218000
TraesCS1A01G215600	TraesCS1D01G218100
TraesCS1A01G215900	TraesCS1D01G218200
TraesCS1A01G216200	TraesCS1D01G218400
TraesCS1A01G216800	TraesCS1D01G218600
TraesCS1A01G216900	TraesCS1D01G218700
TraesCS1A01G217000	TraesCS1D01G218800
TraesCS1A01G217100	TraesCS1D01G218900
TraesCS1A01G217200	TraesCS1D01G219000
TraesCS1A01G217300	TraesCS1D01G219100
TraesCS1A01G217400	TraesCS1D01G219200
TraesCS1A01G217500	TraesCS1D01G219300
TraesCS1A01G217600	TraesCS1D01G219400
TraesCS1A01G217700	TraesCS1D01G219500
TraesCS1A01G217900	TraesCS1D01G219600
TraesCS1A01G218000	TraesCS1D01G219700
TraesCS1A01G218200	TraesCS1D01G219800
TraesCS1A01G218300	TraesCS1D01G219900
TraesCS1A01G218400	TraesCS1D01G220000
TraesCS1A01G218500	TraesCS1D01G220100
TraesCS1A01G218600	TraesCS1D01G220300
TraesCS1A01G218700	TraesCS1D01G220400
TraesCS1A01G218800	TraesCS1D01G220500
TraesCS1A01G218900	TraesCS1D01G220600
TraesCS1A01G219000	TraesCS1D01G220700
TraesCS1A01G219100	TraesCS1D01G220800
TraesCS1A01G219200	TraesCS1D01G220900
TraesCS1A01G219400	TraesCS1D01G221000
TraesCS1A01G219500	TraesCS1D01G221100
TraesCS1A01G219700	TraesCS1D01G221200
TraesCS1A01G219800	TraesCS1D01G221300
TraesCS1A01G219900	TraesCS1D01G221400
TraesCS1A01G220000	TraesCS1D01G221500
TraesCS1A01G220100	TraesCS1D01G221600
TraesCS1A01G220200	TraesCS1D01G221700
TraesCS1A01G220300	TraesCS1D01G221800
TraesCS1A01G221100	TraesCS1D01G222700
TraesCS1A01G221200	TraesCS1D01G222800
TraesCS1A01G221300	TraesCS1D01G222900
TraesCS1A01G221400	TraesCS1D01G223000
TraesCS1A01G221600	TraesCS1D01G223200
TraesCS1A01G221700	TraesCS1D01G223400
TraesCS1A01G221800	TraesCS1D01G223500
TraesCS1A01G221900	TraesCS1D01G223600
TraesCS1A01G222000	TraesCS1D01G223700
TraesCS1A01G222200	TraesCS1D01G223900
TraesCS1A01G222300	TraesCS1D01G224000
TraesCS1A01G222600	TraesCS1D01G224200
TraesCS1A01G222700	TraesCS1D01G224300
TraesCS1A01G222800	TraesCS1D01G224400
TraesCS1A01G222900	TraesCS1D01G224500
TraesCS1A01G223000	TraesCS1D01G224600
TraesCS1A01G223200	TraesCS1D01G224800
TraesCS1A01G223300	TraesCS1D01G224900
TraesCS1A01G223400	TraesCS1D01G225000
TraesCS1A01G223500	TraesCS1D01G225100
TraesCS1A01G223600	TraesCS1D01G225200
TraesCS1A01G223700	TraesCS1D01G225300
TraesCS1A01G223800	TraesCS1D01G225400
TraesCS1A01G223900	TraesCS1D01G225500
TraesCS1A01G224000	TraesCS1D01G225600
TraesCS1A01G224700	TraesCS1D01G226100
TraesCS1A01G224800	TraesCS1D01G226200
TraesCS1A01G224900	TraesCS1D01G226300
TraesCS1A01G225000	TraesCS1D01G226400
TraesCS1A01G225100	TraesCS1D01G226500
TraesCS1A01G225200	TraesCS1D01G226600
TraesCS1A01G225300	TraesCS1D01G226700
TraesCS1A01G225600	TraesCS1D01G226800
TraesCS1A01G225700	TraesCS1D01G226900
TraesCS1A01G225900	TraesCS1D01G227200
TraesCS1A01G226100	TraesCS1D01G227500
TraesCS1A01G226200	TraesCS1D01G227600
TraesCS1A01G226500	TraesCS1D01G227900
TraesCS1A01G226600	TraesCS1D01G228000
TraesCS1A01G226700	TraesCS1D01G228100
TraesCS1A01G226800	TraesCS1D01G228200
TraesCS1A01G226900	TraesCS1D01G228400
TraesCS1A01G227000	TraesCS1D01G228600
TraesCS1A01G227100	TraesCS1D01G228700
TraesCS1A01G227200	TraesCS1D01G228800
TraesCS1A01G227300	TraesCS1D01G228900
TraesCS1A01G227500	TraesCS1D01G229200
TraesCS1A01G227600	TraesCS1D01G229300
TraesCS1A01G227700	TraesCS1D01G229400
TraesCS1A01G227900	TraesCS1D01G229500
TraesCS1A01G228100	TraesCS1D01G229700
TraesCS1A01G228300	TraesCS1D01G230100
TraesCS1A01G228400	TraesCS1D01G230200
TraesCS1A01G228500	TraesCS1D01G230300
TraesCS1A01G228900	TraesCS1D01G233100
TraesCS1A01G229300	TraesCS1D01G232700
TraesCS1A01G229400	TraesCS1D01G232600
TraesCS1A01G229600	TraesCS1D01G232400
TraesCS1A01G229700	TraesCS1D01G232300
TraesCS1A01G229800	TraesCS1D01G232200
TraesCS1A01G229900	TraesCS1D01G232100
TraesCS1A01G230000	TraesCS1D01G232000
TraesCS1A01G230100	TraesCS1D01G231800
TraesCS1A01G230400	TraesCS1D01G231600
TraesCS1A01G230500	TraesCS1D01G231500
TraesCS1A01G230800	TraesCS1D01G231400
